89,110,-8194704.902503813,461033.1292638279
90,22,-8194748.9618760785,461028.49143516837
91,12,-8194551.854158048,461195.45326691214
92,6,-8194554.173072377,461255.74503948627
93,12,-8194600.551358973,461251.1072108267
94,4,-8194549.535243718,461302.1233260818
95,18,-8194577.362215675,461466.76624349575
96,3,-8194623.740502271,461480.67972947436
97,8,-8194658.524217217,461513.1445300912
98,15,-8194570.405472686,461591.98761730356
56,31,-8194762.875362057,461237.1937248481
57,24,-8194670.118788865,461232.5558961886
106,7,-8194441.7057273835,461400.67718509707
107,30,-8194423.154412745,461349.66106984206
60,22,-8194614.464844951,461355.45835566655
99,8,-8194513.592071606,461528.2174732347
101,14,-8194513.592071606,461409.9528424162
102,7,-8194446.343556043,461532.85530189425
108,43,-8194360.543725841,461342.70432685275
109,0,-8194311.846524916,461333.42866953363
110,8,-8194348.949154193,461280.0936399488
111,0,-8194434.748984394,461291.6882115977
112,4,-8194483.446185319,461291.6882115977
113,30,-8194464.894870681,461208.2072957258
114,5,-8194351.268068522,461236.0342676831
115,15,-8194372.13829749,461185.0181524281
116,10,-8194293.295210278,461171.1046664494
117,5,-8194165.961149699,461299.82045167324
118,4,-8193995.676762838,461283.49181183736
119,6,-8194268.598314381,461225.17524099466
120,12,-8194214.947069206,461218.17725249357
121,18,-8194121.640555858,461220.50991532725
122,23,-8194012.005402674,461215.8445896598
123,7,-8194231.275709042,461113.2074249767
124,42,-8194135.63653286,461117.8727506441
125,65,-8194193.9531037025,461038.56221429806
126,9,-8194242.939023211,461050.22552846663
127,79,-8194289.592279885,461057.22351696773
128,12,-8194352.574176395,461054.89085413405
129,108,-8194375.900804732,461117.8727506441
130,23,-8194427.219387074,461115.5400878104
131,89,-8194497.199272085,461136.5340533138
132,39,-8194520.525900422,461073.55215680366
133,52,-8194501.864597753,461015.235585961
134,3,-8194506.5299234195,460961.58434078575
135,12,-8194501.864597753,460907.93309561047
136,14,-8194508.862586253,460870.6104902711
137,3,-8194499.531934919,460835.6205477655
138,13,-8194513.527911921,460770.3059884217
139,21,-8194506.5299234195,460732.98338308244
140,5,-8194513.527911921,460700.3261034105
141,4,-8194513.527911921,460663.00349807116
142,0,-8194417.888735739,460653.6728467364
143,0,-8194431.884712741,460697.99344057677
144,65,-8194429.552049908,460732.98338308244
145,15,-8194424.88672424,460767.97332558804
146,16,-8194410.890747238,460805.2959309273
147,1,-8194403.892758736,460865.9451646037
148,18,-8194410.890747238,460910.26575844415
149,33,-8194389.896781734,460961.58434078575
150,7,-8194429.552049908,461012.9029231273
151,13,-8194382.898793234,461012.9029231273
152,52,-8194340.910862227,461001.2396089588
153,24,-8194224.277720541,460998.90694612503
154,0,-8194359.572164896,460651.34018390265
155,78,-8194336.245536559,460688.662789242
156,48,-8194364.237490564,460728.318057415
157,35,-8194350.241513561,460763.3079999206
158,3,-8194331.580210892,460793.6326167588
159,25,-8194322.249559557,460828.6225592644
160,19,-8194329.247548058,460863.61250177
161,16,-8194317.584233889,460905.60043277673
162,15,-8194240.606360377,460945.25570094975
163,54,-8194240.606360377,460898.60244427563
164,55,-8194226.610383375,460854.2818504352
165,8,-8194231.275709042,460821.62457076326
166,0,-8194312.918908222,460651.34018390265
167,19,-8194217.27973204,460667.66882373864
168,3,-8194217.27973204,460697.99344057677
169,5,-8194219.612394874,460639.67686973413
170,12,-8194240.606360377,460725.9853945813
171,19,-8194238.273697543,460763.3079999206
172,49,-8194473.872643748,460621.01556706446
173,2,-8194518.193237589,460593.02361305995
174,19,-8194373.568141898,460611.6849157296
175,36,-8194324.582222391,460588.35828739253
176,56,-8194296.5902683865,460581.36029889144
177,80,-8194238.273697543,460565.0316590555
178,4,-8194186.955115202,460525.3763908825
179,63,-8194158.9631611975,460723.6527317476
180,25,-8194135.63653286,460989.5762947902
181,7,-8194049.328008013,460996.57428329135
182,84,-8193953.688831831,460928.9270611138
183,18,-8194063.323985015,460882.2738044397
184,19,-8194147.299847029,460893.9371186082
185,96,-8194144.967184195,460851.9491876015
186,93,-8194140.301858528,460816.9592450959
187,32,-8194142.634521361,460786.63462825766
188,78,-8194093.648601853,460781.96930259024
189,42,-8194039.997356678,460772.63865125546
190,23,-8194074.987299184,460702.6587662442
191,8,-8194070.321973517,460656.00550957007
192,10,-8194002.674751339,460660.6708352375
193,25,-8193979.348123002,460695.6607777431
194,17,-8193984.01344867,460765.6406627543
195,0,-8193928.029540661,460656.00550957007
196,38,-8193923.364214993,460693.3281149094
197,9,-8193914.033563659,460763.3079999206
198,12,-8193867.380306984,460753.9773485858
199,20,-8193942.025517663,460798.29794242623
200,0,-8193942.025517663,460833.28788493184
201,26,-8193986.346111503,460882.2738044397
202,7,-8193937.360191995,460875.27581593854
203,33,-8193867.380306984,460828.6225592644
203,33,-8193867.380306984,460828.6225592644
